<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/def/common/unit>,<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/def/grib2/parameter>,<http://metarelate.net/vocabulary/index.html#identifier>,@id,dct:description,dct:references,rdf:type,rdfs:label,skos:prefLabel
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m2/s>,<http://codes.wmo.int/grib2/codeflag/4.1/10-4>,<http://codes.wmo.int/grib2/codeflag/0.0/10>,6,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/10-4-6>,'Ocean vertical momentum diffusivity'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Ocean vertical momentum diffusivity'@en,'Ocean vertical momentum diffusivity'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/10-4>,<http://codes.wmo.int/grib2/codeflag/0.0/10>,7,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/10-4-7>,'Bathymetry'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Bathymetry'@en,'Bathymetry'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,0,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-0>,"'Land cover (0 = sea, 1 = land)'@en","",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,"'Land cover (0 = sea, 1 = land)'@en","'Land cover (0 = sea, 1 = land)'@en"
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,1,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-1>,'Surface roughness'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Surface roughness'@en,'Surface roughness'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,10,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-10>,'Ground heat flux'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Ground heat flux'@en,'Ground heat flux'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,11,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-11>,'Moisture availability'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Moisture availability'@en,'Moisture availability'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2_s-1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,12,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-12>,'Exchange coefficient'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Exchange coefficient'@en,'Exchange coefficient'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,13,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-13>,'Plant canopy surface water'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Plant canopy surface water'@en,'Plant canopy surface water'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,14,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-14>,'Blackadar’s mixing length scale'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Blackadar’s mixing length scale'@en,'Blackadar’s mixing length scale'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m_s-1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,15,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-15>,'Canopy conductance'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Canopy conductance'@en,'Canopy conductance'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/s_m-1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,16,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-16>,'Minimal stomatal resistance'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Minimal stomatal resistance'@en,'Minimal stomatal resistance'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,17,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-17>,'Wilting point'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Wilting point'@en,'Wilting point'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,18,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-18>,'Solar parameter in canopy conductance'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Solar parameter in canopy conductance'@en,'Solar parameter in canopy conductance'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,19,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-19>,'Temperature parameter in canopy'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Temperature parameter in canopy'@en,'Temperature parameter in canopy'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/K>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,2,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-2>,'Soil temperature'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Soil temperature'@en,'Soil temperature'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,20,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-20>,'Humidity parameter in canopy conductance'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Humidity parameter in canopy conductance'@en,'Humidity parameter in canopy conductance'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,21,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-21>,'Soil moisture parameter in canopy conductance'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Soil moisture parameter in canopy conductance'@en,'Soil moisture parameter in canopy conductance'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,22,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-22>,'Soil moisture'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Soil moisture'@en,'Soil moisture'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,23,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-23>,'Column-integrated soil water'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Column-integrated soil water'@en,'Column-integrated soil water'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/W_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,24,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-24>,'Heat flux'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Heat flux'@en,'Heat flux'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m3_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,25,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-25>,'Volumetric soil moisture'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Volumetric soil moisture'@en,'Volumetric soil moisture'@en
<http://codes.wmo.int/codeform/grib2>,"",<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,255,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-255>,'Missing'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Missing'@en,'Missing'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,26,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-26>,'Wilting point'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Wilting point'@en,'Wilting point'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m3_m-3>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,27,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-27>,'Volumetric wilting point'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Volumetric wilting point'@en,'Volumetric wilting point'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,28,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-28>,'Leaf area index'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Leaf area index'@en,'Leaf area index'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,29,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-29>,'Evergreen forest cover'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Evergreen forest cover'@en,'Evergreen forest cover'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,3,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-3>,'Soil moisture content'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Soil moisture content'@en,'Soil moisture content'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,30,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-30>,'Deciduous forest cover'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Deciduous forest cover'@en,'Deciduous forest cover'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,31,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-31>,'Normalized differential vegetation index (NDVI)'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Normalized differential vegetation index (NDVI)'@en,'Normalized differential vegetation index (NDVI)'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,32,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-32>,'Root depth of vegetation'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Root depth of vegetation'@en,'Root depth of vegetation'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,33,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-33>,'Water runoff and drainage'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Water runoff and drainage'@en,'Water runoff and drainage'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,34,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-34>,'Surface water runoff'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Surface water runoff'@en,'Surface water runoff'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/percent>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,4,<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-4>,'Vegetation'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Vegetation'@en,'Vegetation'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg_m-2>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,5,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-5>,'Water runoff'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Water runoff'@en,'Water runoff'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/kg-2_s-1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,6,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-6>,'Evapotranspiration'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Evapotranspiration'@en,'Evapotranspiration'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/m>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,7,<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-7>,'Model terrain height'@en,"",skos:Concept|<http://codes.wmo.int/def/grib2/Parameter>,'Model terrain height'@en,'Model terrain height'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/(Code_table_4.212)>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,8,<http://codes.wmo.int/def/common/edition>|<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/grib2/discipline>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-8>,'Land use'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Land use'@en,'Land use'@en
<http://codes.wmo.int/codeform/grib2>,<http://codes.wmo.int/common/unit/1>,<http://codes.wmo.int/grib2/codeflag/4.1/2-0>,<http://codes.wmo.int/grib2/codeflag/0.0/2>,9,<http://codes.wmo.int/def/grib2/category>|<http://codes.wmo.int/def/grib2/discipline>|<http://codes.wmo.int/def/grib2/parameter>|<http://codes.wmo.int/def/common/edition>,<http://codes.wmo.int/grib2/codeflag/4.2/2-0-9>,'Volumetric soil moisture content'@en,"",<http://codes.wmo.int/def/grib2/Parameter>|skos:Concept,'Volumetric soil moisture content'@en,'Volumetric soil moisture content'@en
